100000;0.021379
200000;0.047060
300000;0.064570
400000;0.081623
500000;0.098412
600000;0.120224
700000;0.129899
800000;0.162923
900000;0.194635
1000000;0.213745
1100000;0.249328
1200000;0.267205
1300000;0.286592
1400000;0.311306
1500000;0.331366
1600000;0.359718
1700000;0.400750
1800000;0.386128
1900000;0.417075
2000000;0.451650
2100000;0.463278
2200000;0.495361
2300000;0.479207
2400000;0.535066
2500000;0.567468
2600000;0.629224
2700000;0.631949
2800000;0.645628
2900000;0.682526
3000000;0.689079
3100000;0.650890
3200000;0.728922
3300000;0.764147
3400000;0.774785
3500000;0.843442
3600000;0.861323
3700000;0.831651
3800000;0.849061
3900000;0.927342
4000000;0.919168
4100000;0.936656
4200000;0.991489
4300000;1.025594
4400000;1.033273
4500000;1.070034
4600000;1.084877
4700000;1.106256
4800000;1.125786
4900000;1.168053
5000000;1.200830
5100000;1.212840
5200000;1.270173
5300000;1.318005
5400000;1.208611
5500000;1.288391
5600000;1.367770
5700000;1.403455
5800000;1.395654
5900000;1.456572
6000000;1.493727
6100000;1.449771
6200000;1.470426
6300000;1.521484
6400000;1.527244
6500000;1.538951
6600000;1.617074
6700000;1.611128
6800000;1.689138
6900000;1.742976
7000000;1.759999
7100000;1.694088
7200000;1.769660
7300000;1.829099
7400000;1.808431
7500000;1.793626
7600000;1.772920
7700000;1.923512
7800000;1.873132
7900000;2.009699
8000000;2.035046
8100000;1.950261
8200000;1.999205
8300000;2.128526
8400000;2.180544
8500000;2.161811
8600000;2.191336
8700000;2.270483
8800000;2.270972
8900000;2.296736
9000000;2.296002
9100000;2.313835
9200000;2.475576
9300000;2.482978
9400000;2.408402
9500000;2.467803
9600000;2.448254
9700000;2.463403
9800000;2.478001
9900000;2.412191
10000000;2.532864
